MCT_YM,UE_CNT_GRP,UE_AMT_GRP,UE_AMT_PER_TRSN_GRP,MON_UE_CNT_RAT,TUE_UE_CNT_RAT,WED_UE_CNT_RAT,THU_UE_CNT_RAT,FRI_UE_CNT_RAT,SAT_UE_CNT_RAT,SUN_UE_CNT_RAT,HR_5_11_UE_CNT_RAT,HR_12_13_UE_CNT_RAT,HR_14_17_UE_CNT_RAT,HR_18_22_UE_CNT_RAT,HR_23_4_UE_CNT_RAT,LOCAL_UE_CNT_RAT,RC_M12_MAL_CUS_CNT_RAT,RC_M12_FME_CUS_CNT_RAT,RC_M12_AGE_UND_20_CUS_CNT_RAT,RC_M12_AGE_30_CUS_CNT_RAT,RC_M12_AGE_40_CUS_CNT_RAT,RC_M12_AGE_50_CUS_CNT_RAT,OP_YMD,MCT_TYPE,ADDR,MCT_NM,예상영업시간,휴업일
(주)바다바라_20220221,6.0,6.0,2.083333333333333,0.1344187867090988,0.1352141309290107,0.1277292160240899,0.1296832155079432,0.1372897007267109,0.1704520333947821,0.1652129167083638,0.2089204435961273,0.2783745356745137,0.459749142333107,0.0529558783962517,0.0,0.0899562328173454,0.4564999999999999,0.5435,0.1508333333333333,0.2873333333333333,0.26025,0.1990833333333333,20220221,단품요리 전문,제주 서귀포시 색달동 2822-12번지,바다바라,5~23,없음
(주)블루밍그릴_20220915,4.75,6.0,5.916666666666667,0.14921214415448,0.1091783390654228,0.1094366343747191,0.1217634408878992,0.1367187424582071,0.1886333583717547,0.1850573406875166,0.0004045307443365,0.1188719376535498,0.1723896062494327,0.706949783179065,0.0013841421736158,0.0852841828418204,0.5395833333333334,0.4604166666666666,0.1924166666666666,0.3940833333333333,0.2218333333333333,0.1187499999999999,20220915,가정식,제주 서귀포시 색달동 2511-1번지,블루밍그릴,12~23,없음
(주)비케이알 버거킹 제주노형점_20220608,6.0,5.916666666666667,1.0,0.1473392701067601,0.12803194808252,0.1388453608410826,0.134758359764936,0.1384503448449516,0.1664727592927072,0.1461019570670419,0.1633548584092854,0.1982999261563706,0.2596369066212935,0.3549929295584316,0.0237153792546186,0.6784524982728262,0.5891666666666666,0.4108333333333333,0.2309999999999999,0.2890833333333333,0.2945,0.146,20220608,햄버거,제주 제주시 노형동 904-4번지,비케이알 버거킹 제주노형점,0~24,없음
(주)산굼부리_20080428,6.0,5.75,1.9166666666666667,0.1234876232396,0.1380824800145638,0.1313048752324577,0.1430092655828989,0.1478072662532866,0.1593841639713738,0.1569243257058188,0.3115133196881191,0.2681034754094901,0.4198611678564433,0.0005220370459474,0.0,0.0720951073561533,0.49025,0.50975,0.1434166666666666,0.2124166666666666,0.2370833333333333,0.25125,20080428,가정식,제주 제주시 조천읍 교래리 산 38번지,산굼부리,5~18,없음
(주)삼다도횟집_20120709,3.1666666666666665,5.666666666666667,6.0,0.0067456768038163,0.1784234150334828,0.1599201288545567,0.1417419109495852,0.1701580444762245,0.1882564849116488,0.1547543389706852,0.0501559870654744,0.2851857193850201,0.1917059556150722,0.4729523379344331,0.0,0.2029264569724217,0.5774166666666667,0.4225833333333333,0.0711666666666666,0.1707499999999999,0.239,0.3303333333333333,20120709,단품요리 전문,제주 제주시 용담삼동 1100번지,삼다도횟집,5~23,월
(주)신세계푸드 제주신화월드_20171227,6.0,5.75,2.0,0.141526972132565,0.1300063265740908,0.1210645726758092,0.1330059638605825,0.1343497986296649,0.1737289531255029,0.1663174130017841,0.0068163360000474,0.2456282415187213,0.2589024331964192,0.4881735073743567,0.0004794819104551,0.1171744270946569,0.5309166666666667,0.4690833333333333,0.0558333333333333,0.34325,0.4857499999999999,0.0803333333333333,20171227,구내식당/푸드코트,제주 서귀포시 안덕면 서광리 2489번지 1층,신세계푸드 제주신화월드,12~23,없음
(주)아워홈 제주국제공항2지점_20200709,6.0,5.5,1.0,0.1372863843282771,0.1304424753485344,0.1369571303716083,0.1496678793608221,0.1621304934302073,0.1521489576430001,0.1313666795175501,0.4161978549609067,0.2037655151635252,0.2832611959159054,0.0967754339596624,0.0,0.1340062466997432,0.4479166666666667,0.5520833333333334,0.2504166666666667,0.2972499999999999,0.2249166666666666,0.1653333333333333,20200709,구내식당/푸드코트,제주 제주시 용담이동 2002번지,아워홈 제주국제공항2지점,5~23,없음
(주)아워홈 제주국제공항점_20200708,6.0,6.0,2.0,0.1393658799966129,0.1424422711529525,0.1461858276425649,0.1495667275477042,0.1469200458723864,0.1376980308382628,0.1378212169495159,0.3677915945720493,0.2096513286422114,0.2309423464632447,0.1915199974691407,9.473285335354168e-05,0.0976657148751223,0.489,0.511,0.2084166666666666,0.26,0.2685,0.1759166666666666,20200708,구내식당/푸드코트,제주 제주시 용담이동 2002번지,아워홈 제주국제공항점,5~23,없음
(주)아워홈 제주국제공항점_20200710,6.0,5.0,1.0,0.1388750356323418,0.1314307312119055,0.1398143223623168,0.1551376322162021,0.1578541145758555,0.144360978703036,0.1325271852983418,0.388853846201943,0.1981758306775035,0.2936298688434137,0.1193404542771395,0.0,0.0921401855697247,0.4111666666666667,0.5888333333333333,0.2219166666666666,0.28875,0.2489166666666666,0.1718333333333333,20200710,구내식당/푸드코트,제주 제주시 용담이동 2002번지,아워홈 제주국제공항점,5~23,없음
(주)아워홈 제주지방합동청사제주점_20150108,6.0,4.25,1.0,0.2092269489722907,0.2059704209196248,0.211173090945809,0.2065406216271495,0.1670889175351256,0.0,0.0,0.5902174754160768,0.2273841359615473,0.1063417719500261,0.0760566166723495,0.0,0.7589806608246416,0.6026666666666666,0.3973333333333333,0.1124166666666666,0.2399999999999999,0.356,0.2618333333333333,20150108,구내식당/푸드코트,제주 제주시 도남동 662번지 4층,아워홈 제주지방합동청사제주점,5~23,"토,일"
(주)오드랑베이커리_20190508,6.0,6.0,2.0,0.1383013259729734,0.1283578460039373,0.1258963192462281,0.1259606445715434,0.1316126614283052,0.1699215616886787,0.1799496410883334,0.2860468224725064,0.1470096508917727,0.3498656495331211,0.2169921872996861,8.568980291345e-05,0.140483197148586,0.3864166666666666,0.6135833333333333,0.2302499999999999,0.3231666666666666,0.24275,0.1493333333333333,20190508,베이커리,제주 제주시 조천읍 함덕리 270-1번지,오드랑베이커리,5~23,없음
(주)오설록 제주점_20190923,6.0,6.0,3.0,0.1379230045873248,0.1374482706722319,0.1427026078379949,0.1356190492266126,0.1419323887196864,0.1555580856350309,0.148816593321118,0.2022576740848304,0.2736165663011821,0.5118129356503239,0.0123128239636633,0.0,0.0309025865712605,0.4175,0.5824999999999999,0.3044166666666666,0.2496666666666666,0.2122499999999999,0.1710833333333333,20190923,차,제주 서귀포시 안덕면 서광리 1235-1번지,오설록 제주점,5~23,없음
(주)제담에프앤비 제주호랭이 성산점_20210407,5.083333333333333,3.75,1.1666666666666667,0.1255721928204592,0.133854827957355,0.1270594690165471,0.1224219849907871,0.142430091696676,0.1742030605207001,0.1744583729974751,0.2197914883975622,0.2385914315327093,0.4804107160881338,0.0612063639815944,0.0,0.0608250947509149,0.4714166666666666,0.5285833333333333,0.1973333333333333,0.2608333333333333,0.3220833333333333,0.1645833333333333,20210407,단품요리 전문,제주 서귀포시 성산읍 성산리 132-2번지 2층,제담에프앤비 제주호랭이 성산점,5~23,없음
(주)제이콥에프앤비 제주아일랜드점_20170725,5.916666666666667,5.083333333333333,1.5833333333333333,0.1444165037881378,0.1285830009117165,0.1145622874947989,0.1121761681185823,0.1449852710554794,0.1743369023852474,0.1809398662460373,0.192320662938798,0.3287376548343673,0.4789416822268347,0.0,0.0,0.086466363641464,0.4652499999999999,0.53475,0.0948333333333333,0.4091666666666667,0.41375,0.0534166666666666,20170725,단품요리 전문,제주 서귀포시 안덕면 상창리 1963-2번지,제이콥에프앤비 제주아일랜드점,5~18,없음
(주)제주서서갈비_20190925,2.25,3.4166666666666665,4.416666666666667,0.1460285866588922,0.1487376420232241,0.1152831372985581,0.1155417596043058,0.0795609911008061,0.1678222611878793,0.2270256221263338,0.0050925925925925,0.1238272912040655,0.1051778284639465,0.7659022877393952,0.0,0.7686400184147644,0.6069166666666667,0.3930833333333333,0.0576666666666666,0.1624166666666666,0.3043333333333333,0.28575,20190925,가정식,제주 제주시 노형동 2419번지 1층,제주서서갈비,12~23,없음
(주)젠하이더웨이묵전제주점_20220224,4.0,5.25,4.083333333333333,0.1155527175999591,0.1332147469689253,0.1425360760771931,0.1360615347152466,0.1532360593319799,0.1538386075813567,0.1655602577253387,0.0026919934640522,0.2243376033070709,0.1659261128290603,0.6070442903998164,0.0,0.2531964619593491,0.5616666666666666,0.4383333333333333,0.0749999999999999,0.2484999999999999,0.3223333333333333,0.2394166666666666,20220224,가정식,제주 서귀포시 대정읍 상모리 78번지 송악빌딩 1동 지하1층 송악리조트,젠하이더웨이묵전제주점,12~23,없음
(주)참숯구이몬트락_20160308,4.083333333333333,6.0,5.75,0.1564264044698789,0.1492516193862292,0.1627637168515965,0.1705461863389709,0.1823721580336119,0.1778148324114613,0.0008250825082508,0.0,0.0040699310538905,0.0790728445894793,0.9145228002476612,0.0023344241089687,0.1580729613621343,0.6211666666666666,0.3788333333333333,0.1332499999999999,0.2605,0.2990833333333333,0.2217499999999999,20160308,가정식,제주 제주시 건입동 1388-3번지,참숯구이몬트락,14~23,일
(주)커피빈코리아_20210422,6.0,5.0,1.0,0.1361275845385952,0.1336306330480804,0.1276130065722245,0.1292873757729339,0.1376484407927068,0.1722106816395143,0.1634822776359444,0.236009274825784,0.2382931985044797,0.3402737733990139,0.1854237532707221,0.0,0.7953115716868897,0.3525,0.6475000000000001,0.1344166666666666,0.3899166666666667,0.2965833333333333,0.1324999999999999,20210422,커피,제주 제주시 아라일동 2503번지,커피빈코리아,5~23,없음
(주)케이에프씨코리아 KFC서귀포DI_20220427,6.0,4.75,1.25,0.1385501962782402,0.1446904317898683,0.1500040460698409,0.1279876931982795,0.145618878153189,0.1530722830352576,0.1400764714753239,0.0844774883505224,0.2114640175494127,0.2835076525555208,0.4199170690161533,0.0006337725283905,0.6788566323123307,0.5581666666666667,0.4418333333333333,0.1805833333333333,0.2574166666666667,0.3570833333333333,0.1513333333333333,20220427,샌드위치/토스트,제주 서귀포시 동홍동 1543번지 1층,케이에프씨코리아 KFC서귀포DI,5~23,없음
(주)코드넷_20180328,6.0,4.166666666666667,1.0,0.169126118443498,0.1734872031321995,0.1661081613806592,0.1775955393175223,0.1555328727875523,0.0813312403314614,0.0768188646071068,0.3433253071131903,0.2058907731649466,0.2999951374456441,0.1132513771301463,0.0375374051460722,0.6071501520152977,0.4681666666666666,0.5318333333333334,0.1589166666666666,0.2980833333333333,0.3072499999999999,0.1560833333333333,20180328,단품요리 전문,제주 제주시 오라이동 1304-1번지 1층,코드넷,0~24,없음
(주)파리크라상파리바게뜨 제주공항점_20140521,6.0,6.0,2.833333333333333,0.1491989294823482,0.1383604675029885,0.135764021544116,0.1362630979003389,0.1453575049044406,0.1474807020966554,0.1475752765691119,0.4064532712069981,0.1734066635082785,0.3138216844953962,0.1062194492499522,9.893153937475e-05,0.0784949082835482,0.3874166666666667,0.6125833333333334,0.27325,0.3105833333333333,0.2276666666666666,0.1395833333333333,20140521,베이커리,제주 제주시 용담이동 2002번지 3층,파리크라상파리바게뜨 제주공항점,5~23,없음
(주)파리크라상파리바게뜨제주공항탑승점_20200925,6.0,6.0,2.583333333333333,0.1501922938884821,0.1380483654022654,0.1434411584957383,0.1317980707717404,0.1380274042098765,0.1488159946887018,0.149676712543195,0.3696055263779622,0.1564613293119809,0.3366563229076157,0.137137681288346,0.0001391401140948,0.0845636272838523,0.4165833333333333,0.5834166666666667,0.1945,0.3036666666666667,0.2596666666666666,0.1708333333333333,20200925,베이커리,제주 제주시 용담이동 2002번지 여객청사 2층,파리크라상파리바게뜨제주공항탑승점,5~23,없음
(주)피자알볼로 제주점_20160831,2.5,1.0,3.0,0.1150867533910094,0.0951025352643764,0.1673593050157912,0.1167281729330607,0.1337650154500494,0.1874621715091241,0.1844960464365883,0.0426093839281658,0.1472180191555686,0.2810388916725315,0.5291337052437338,0.0,0.8665741673818771,0.4679166666666666,0.5320833333333334,0.0599166666666666,0.14325,0.3039166666666666,0.31725,20160831,피자,제주 제주시 이도이동 1978-9번지 1층,피자알볼로 제주점,5~23,없음
064제주인생곱창_20200203,3.583333333333333,5.083333333333333,5.0,0.1663595537269953,0.1361317872538267,0.1561978222159668,0.138046660857796,0.2060297518556807,0.1972344240897341,0.0,0.0,0.0,0.0340041764919508,0.8815078773115715,0.0844879461964775,0.8310002942961177,0.52125,0.47875,0.23975,0.385,0.2545,0.0961666666666666,20200203,단품요리 전문,제주 제주시 이도이동 1970-4번지 1층,064제주인생곱창,"0~5, 14~1",일
1950에어차이나 제주공항점_20201008,6.0,6.0,2.0,0.140584323812289,0.1446347681696,0.1455370308375865,0.1461338281538731,0.150675532372502,0.135502304023529,0.1369322126306197,0.2689724784036998,0.2922534783717015,0.248644255371132,0.1901297878534663,0.0,0.1701990516916803,0.5794166666666667,0.4205833333333333,0.2418333333333333,0.2665833333333333,0.2630833333333333,0.1640833333333333,20201008,중식,제주 제주시 용담이동 2002번지 4층,1950에어차이나 제주공항점,5~23,없음
24시 전주명가콩나물국밥 노형점_20190509,5.583333333333333,4.666666666666667,2.0,0.1475395289338467,0.138857889018382,0.1294905352902924,0.1159102759500221,0.1171395092976223,0.1665758786260434,0.1844863828837906,0.3416534695234905,0.1837594597853653,0.1281684182007858,0.2540067256590214,0.0924119268313367,0.8065587849395404,0.6360833333333333,0.3639166666666666,0.0744166666666666,0.1331666666666666,0.309,0.3065,20190509,단품요리 전문,제주 제주시 노형동 1054-2번지 1층,24시 전주명가콩나물국밥 노형점,0~24,없음
24시국수회관_20060414,5.0,4.166666666666667,2.083333333333333,0.1555063474783777,0.0,0.1649103096419677,0.1605950574076401,0.1624210337399331,0.16600964607209,0.1905576056599908,0.2075823944164069,0.1470249726585686,0.1396566894219459,0.4346821868790121,0.0710537566240663,0.5281833766957391,0.7170000000000001,0.283,0.1599999999999999,0.2491666666666666,0.2351666666666666,0.2313333333333333,20060414,단품요리 전문,제주 제주시 삼도일동 797-8번지,24시국수회관,0~24,화
24시누름돌김치찌개_20190124,6.0,5.166666666666667,2.0,0.1522402393268403,0.1432824932291753,0.150939437996455,0.1415282272460924,0.1381685146286518,0.1340494395350529,0.1397916480377318,0.1672736297592763,0.1771571538507962,0.190851828074381,0.4090674813644495,0.0556499069510967,0.6258974708700493,0.6763333333333333,0.3236666666666666,0.1207499999999999,0.2085,0.2795,0.2745,20190124,가정식,제주 제주시 연동 304-3번지 1층,24시누름돌김치찌개,0~24,없음
24시누름돌생고기김치찌개 용담점_20210601,5.333333333333333,4.5,2.0,0.1413263681508742,0.1448791588537395,0.1376897831495622,0.1398930941894474,0.138528004651736,0.1479080386371508,0.1497755523674894,0.283741805002589,0.1914877790680449,0.1569533798293353,0.3214713317879216,0.0463457043121089,0.6367799642672031,0.7093333333333334,0.2906666666666667,0.0957499999999999,0.14525,0.2992499999999999,0.3055,20210601,단품요리 전문,제주 제주시 용담이동 641-28번지 1층,24시누름돌생고기김치찌개 용담점,0~24,없음
24시뼈다귀신제주점_20000921,4.25,3.9166666666666665,3.0,0.133115027635787,0.1186857391499831,0.1453328608680474,0.1257195736189161,0.1350345378391695,0.1643469929773129,0.1777652679107834,0.1780326614509184,0.0810047297653242,0.0937959386205938,0.2957410707466704,0.3514255994164929,0.5261520193025887,0.6954166666666667,0.3045833333333333,0.2011666666666666,0.2786666666666667,0.2534166666666667,0.1843333333333333,20000921,단품요리 전문,제주 제주시 연동 271-22번지,24시뼈다귀신제주점,0~24,없음
24시뼈다귀탕 신서귀점_20151217,5.5,5.583333333333333,3.0,0.1339191577660564,0.1427290418610459,0.1499909090716296,0.1263419684642356,0.1353651927463258,0.1403332510178225,0.1713204790728835,0.0950360656885525,0.164050950687331,0.1447737983578462,0.4902423065081006,0.1058968787581694,0.6076152184909428,0.6866666666666666,0.3133333333333333,0.1108333333333333,0.2484166666666666,0.3389166666666667,0.2130833333333333,20151217,단품요리 전문,제주 서귀포시 강정동 163-1번지,24시뼈다귀탕 신서귀점,0~24,없음
24시뼈다귀탕_20020703,4.916666666666667,4.833333333333333,3.0,0.1543035901604743,0.1491342401583147,0.1303170061656793,0.1178605319952052,0.1120113905794825,0.1504681209614226,0.1859051199794209,0.1639204154264671,0.0916474849741835,0.0807206670205153,0.3101260423671773,0.3535853902116566,0.7186802438157317,0.7022499999999999,0.29775,0.1388333333333333,0.2465,0.2976666666666667,0.2185833333333333,20020703,단품요리 전문,제주 제주시 이도일동 1252-5번지,24시뼈다귀탕,0~24,없음
24시뼈다귀탕노형점_20220916,4.666666666666667,4.666666666666667,3.0,0.1414980299189068,0.1474061797408984,0.1378562505425276,0.1490202775488964,0.1327050454744234,0.1278434310718804,0.1636707857024664,0.1421655025586335,0.1703361462993638,0.0960328262341415,0.3647317875372167,0.226733737370644,0.7165381511210221,0.6506666666666666,0.3493333333333333,0.1658333333333333,0.2670833333333333,0.2814166666666666,0.1951666666666666,20220916,단품요리 전문,제주 제주시 노형동 936-11번지 1층,24시뼈다귀탕노형점,0~24,없음
24시뼈다귀탕동홍점_20190308,5.25,5.583333333333333,3.0,0.1520269124627658,0.1402756825347917,0.1405606955292662,0.1195527703085689,0.1415508826150824,0.1399733093269421,0.1660597472225825,0.1043151001181028,0.1556246367380986,0.1544867046768912,0.4604036393256232,0.1251699191412838,0.8570463380344314,0.62375,0.37625,0.0873333333333333,0.1604999999999999,0.3865833333333333,0.264,20190308,단품요리 전문,제주 서귀포시 동홍동 107-6번지,24시뼈다귀탕동홍점,0~24,없음
24시뼈다귀탕중문점_20180424,4.166666666666667,3.5,2.583333333333333,0.1416028335703201,0.1583394289779533,0.1403507785688134,0.1332946360452721,0.1472309756000488,0.1416145893200749,0.1375667579175168,0.1926561069706584,0.2309022753453341,0.2034382081827239,0.3720564398043136,0.0009469696969696,0.552958398937705,0.6999166666666667,0.3000833333333333,0.0693333333333333,0.1855833333333333,0.3410833333333333,0.2710833333333333,20180424,단품요리 전문,제주 서귀포시 중문동 2439-1번지 1층,24시뼈다귀탕중문점,5~23,없음
24시얼큰시원생고기김치찌개 노형점_20200123,4.416666666666667,3.4166666666666665,2.0,0.1832563613285901,0.1764972397913939,0.1719392918561935,0.152968950736023,0.1671689037434265,0.0,0.1481692525443726,0.0950708800357251,0.2152376998578028,0.1585459154862312,0.5109430644062594,0.0202024402139812,0.7181857107713214,0.6834166666666667,0.3165833333333333,0.1099999999999999,0.1939166666666666,0.3191666666666666,0.26975,20200123,단품요리 전문,제주 제주시 노형동 1283-1번지 1호,24시얼큰시원생고기김치찌개 노형점,0~24,토
24시얼큰시원생고기김치찌개아라점_20191018,5.166666666666667,4.916666666666667,2.0,0.1294017528413207,0.1470039423858279,0.1469161916519214,0.1325508189511554,0.1310862706199951,0.1573531026730249,0.1556879208767542,0.1581453801631174,0.1839187465629809,0.1050400799290367,0.3978195107155519,0.1550762826293127,0.7812907516018374,0.6702499999999999,0.3297499999999999,0.1436666666666666,0.2374166666666666,0.33725,0.2014999999999999,20191018,단품요리 전문,제주 제주시 아라일동 6103번지 1층,24시얼큰시원생고기김치찌개아라점,0~24,없음
24시얼큰시원생고기김치찌개외도점_20170103,5.0,4.333333333333333,2.0,0.023414161016968,0.1372144641970643,0.1866289381973079,0.1494274743182176,0.1568531355936786,0.1627506341386987,0.1837111925380644,0.1611853332346024,0.143728372121689,0.1186348791811508,0.4068489034683858,0.1696025119941716,0.8247548085436982,0.6805,0.3194999999999999,0.0816666666666666,0.1749166666666666,0.3679166666666666,0.2786666666666667,20170103,단품요리 전문,제주 제주시 외도일동 637-12번지 1층,24시얼큰시원생고기김치찌개외도점,0~24,월
24시전주명가콩나물국밥_20190711,5.666666666666667,4.583333333333333,2.0,0.1406814014465405,0.1322510796856737,0.1387522496243033,0.1183211062868508,0.1222594174720013,0.167634132708508,0.1801006127761218,0.3772037676230815,0.2377959181106977,0.1480151738493957,0.2352502071197677,0.001734933297057,0.8228853505420924,0.638,0.3619999999999999,0.0469166666666666,0.1449166666666666,0.36575,0.2922499999999999,20190711,단품요리 전문,제주 제주시 아라일동 2417-3번지 1층,24시전주명가콩나물국밥,5~23,없음
24시전주명가콩나물국밥일도점_20171227,5.666666666666667,5.083333333333333,2.0,0.1354187010722727,0.1279838879409001,0.128924661677169,0.116330838260233,0.1305280453584802,0.1787155538673334,0.182098311823611,0.1774993799580915,0.1620787463114365,0.1069888090265647,0.2643191881760685,0.2891138765278385,0.847771384273711,0.64875,0.35125,0.1139166666666666,0.2083333333333333,0.3279166666666666,0.2461666666666666,20171227,단품요리 전문,제주 제주시 일도이동 48-2번지,24시전주명가콩나물국밥일도점,0~24,없음
24시제주해장국_20191210,4.75,4.083333333333333,2.75,0.1569165874440007,0.1503526258167289,0.1074272080844271,0.1295320165614283,0.1459523942576511,0.1389171747636942,0.1709019930720692,0.2563021134908792,0.0609568093885198,0.0786867558553337,0.2786301210028654,0.3254242002624015,0.3795859420759881,0.6914166666666667,0.3085833333333333,0.1714166666666666,0.2395833333333333,0.2769166666666666,0.2162499999999999,20191210,단품요리 전문,제주 제주시 연동 271-20번지 1층,24시제주해장국,0~24,없음
2도비어이도점_20200527,3.333333333333333,4.0,4.0,0.1014006620940706,0.115635448993626,0.1282072705875992,0.1252144900198702,0.2002925205117095,0.2112692893128815,0.1179803184802425,0.0,0.0,0.0,0.5528129522298576,0.4471870477701423,0.8832954532734218,0.63975,0.3602499999999999,0.1263333333333333,0.284,0.4136666666666666,0.155,20200527,맥주/요리주점,제주 제주시 이도이동 1948-10번지 1층,2도비어이도점,"0~5, 18~1",없음
