MCT_YM,UE_CNT_GRP,UE_AMT_GRP,UE_AMT_PER_TRSN_GRP,MON_UE_CNT_RAT,TUE_UE_CNT_RAT,WED_UE_CNT_RAT,THU_UE_CNT_RAT,FRI_UE_CNT_RAT,SAT_UE_CNT_RAT,SUN_UE_CNT_RAT,HR_5_11_UE_CNT_RAT,HR_12_13_UE_CNT_RAT,HR_14_17_UE_CNT_RAT,HR_18_22_UE_CNT_RAT,HR_23_4_UE_CNT_RAT,LOCAL_UE_CNT_RAT,RC_M12_MAL_CUS_CNT_RAT,RC_M12_FME_CUS_CNT_RAT,RC_M12_AGE_UND_20_CUS_CNT_RAT,RC_M12_AGE_30_CUS_CNT_RAT,RC_M12_AGE_40_CUS_CNT_RAT,RC_M12_AGE_50_CUS_CNT_RAT,OP_YMD,MCT_TYPE,ADDR,MCT_NM,예상영업시간,휴업일
(주)바다바라_20220221,6.0,6.0,2.0833333333333335,0.13441878670909885,0.13521413092901077,0.1277292160240899,0.12968321550794323,0.13728970072671093,0.1704520333947821,0.16521291670836388,0.20892044359612738,0.2783745356745137,0.459749142333107,0.052955878396251765,0.0,0.08995623281734545,0.45649999999999996,0.5435,0.15083333333333335,0.2873333333333333,0.26025000000000004,0.1990833333333333,20220221,단품요리 전문,제주 서귀포시 색달동 2822-12번지,(주)바다바라,5~23,없음
(주)블루밍그릴_20220915,4.75,6.0,5.916666666666667,0.14921214415448,0.10917833906542289,0.10943663437471912,0.12176344088789921,0.13671874245820714,0.18863335837175474,0.18505734068751667,0.00040453074433656667,0.11887193765354981,0.17238960624943278,0.706949783179065,0.0013841421736158499,0.08528418284182042,0.5395833333333334,0.46041666666666664,0.19241666666666668,0.39408333333333334,0.22183333333333333,0.11874999999999998,20220915,가정식,제주 서귀포시 색달동 2511-1번지,(주)블루밍그릴,12~23,없음
(주)비케이알 버거킹 제주노형점_20220608,6.0,5.916666666666667,1.0,0.14733927010676015,0.12803194808252003,0.13884536084108265,0.13475835976493608,0.13845034484495164,0.1664727592927072,0.14610195706704196,0.1633548584092854,0.19829992615637068,0.2596369066212935,0.3549929295584316,0.02371537925461863,0.6784524982728262,0.5891666666666666,0.41083333333333333,0.23099999999999998,0.2890833333333333,0.2945,0.146,20220608,햄버거,제주 제주시 노형동 904-4번지,(주)비케이알 버거킹 제주노형점,0~24,없음
(주)산굼부리_20080428,6.0,5.75,1.9166666666666667,0.12348762323960001,0.1380824800145638,0.13130487523245774,0.14300926558289892,0.1478072662532866,0.15938416397137384,0.15692432570581882,0.3115133196881191,0.2681034754094901,0.4198611678564433,0.0005220370459474,0.0,0.07209510735615336,0.49025,0.50975,0.14341666666666666,0.21241666666666667,0.2370833333333333,0.25125000000000003,20080428,가정식,제주 제주시 조천읍 교래리 산 38번지,(주)산굼부리,5~18,없음
(주)삼다도횟집_20120709,3.1666666666666665,5.666666666666667,6.0,0.006745676803816325,0.17842341503348289,0.15992012885455673,0.1417419109495852,0.1701580444762245,0.18825648491164884,0.15475433897068527,0.05015598706547445,0.2851857193850201,0.19170595561507223,0.4729523379344331,0.0,0.20292645697242176,0.5774166666666667,0.4225833333333333,0.07116666666666667,0.17074999999999999,0.239,0.3303333333333333,20120709,단품요리 전문,제주 제주시 용담삼동 1100번지,(주)삼다도횟집,5~23,월
(주)신세계푸드 제주신화월드_20171227,6.0,5.75,2.0,0.14152697213256502,0.1300063265740908,0.12106457267580928,0.13300596386058258,0.13434979862966498,0.17372895312550296,0.1663174130017841,0.0068163360000474,0.2456282415187213,0.2589024331964192,0.4881735073743567,0.0004794819104551834,0.11717442709465692,0.5309166666666667,0.4690833333333333,0.0558333333333333,0.34325,0.48574999999999996,0.08033333333333333,20171227,구내식당/푸드코트,제주 서귀포시 안덕면 서광리 2489번지 1층,(주)신세계푸드 제주신화월드,12~23,없음
(주)아워홈 제주국제공항2지점_20200709,6.0,5.5,1.0,0.13728638432827714,0.13044247534853448,0.1369571303716083,0.1496678793608221,0.16213049343020733,0.15214895764300018,0.13136667951755018,0.4161978549609067,0.20376551516352526,0.2832611959159054,0.09677543395966244,0.0,0.13400624669974323,0.4479166666666667,0.5520833333333334,0.2504166666666667,0.29724999999999996,0.22491666666666665,0.1653333333333333,20200709,구내식당/푸드코트,제주 제주시 용담이동 2002번지,(주)아워홈 제주국제공항2지점,5~23,없음
(주)아워홈 제주국제공항점_20200708,6.0,6.0,2.0,0.1393658799966129,0.14244227115295258,0.1461858276425649,0.14956672754770423,0.1469200458723864,0.13769803083826282,0.13782121694951593,0.36779159457204935,0.20965132864221148,0.23094234646324477,0.19151999746914072,9.473285335354167e-05,0.09766571487512234,0.48900000000000005,0.511,0.20841666666666667,0.26,0.2685,0.17591666666666664,20200708,구내식당/푸드코트,제주 제주시 용담이동 2002번지,(주)아워홈 제주국제공항점,5~23,없음
(주)아워홈 제주국제공항점_20200710,6.0,5.0,1.0,0.1388750356323418,0.1314307312119055,0.13981432236231686,0.1551376322162021,0.15785411457585555,0.14436097870303602,0.13252718529834182,0.388853846201943,0.19817583067750358,0.2936298688434137,0.11934045427713959,0.0,0.09214018556972471,0.4111666666666667,0.5888333333333333,0.22191666666666665,0.28875,0.24891666666666667,0.1718333333333333,20200710,구내식당/푸드코트,제주 제주시 용담이동 2002번지,(주)아워홈 제주국제공항점,5~23,없음
(주)아워홈 제주지방합동청사제주점_20150108,6.0,4.25,1.0,0.20922694897229074,0.20597042091962484,0.21117309094580905,0.20654062162714956,0.1670889175351256,0.0,0.0,0.5902174754160768,0.2273841359615473,0.10634177195002614,0.07605661667234952,0.0,0.7589806608246416,0.6026666666666666,0.3973333333333333,0.11241666666666665,0.23999999999999996,0.35600000000000004,0.26183333333333336,20150108,구내식당/푸드코트,제주 제주시 도남동 662번지 4층,(주)아워홈 제주지방합동청사제주점,5~23,"토,일"
(주)오드랑베이커리_20190508,6.0,6.0,2.0,0.13830132597297343,0.12835784600393738,0.12589631924622816,0.1259606445715434,0.13161266142830527,0.1699215616886787,0.17994964108833342,0.2860468224725064,0.14700965089177273,0.34986564953312116,0.21699218729968617,8.568980291345e-05,0.140483197148586,0.38641666666666663,0.6135833333333333,0.23024999999999998,0.32316666666666666,0.24275,0.14933333333333332,20190508,베이커리,제주 제주시 조천읍 함덕리 270-1번지,(주)오드랑베이커리,5~23,없음
(주)오설록 제주점_20190923,6.0,6.0,3.0,0.13792300458732482,0.13744827067223195,0.1427026078379949,0.13561904922661266,0.14193238871968647,0.1555580856350309,0.148816593321118,0.20225767408483045,0.27361656630118214,0.5118129356503239,0.012312823963663367,0.0,0.030902586571260576,0.4175,0.5824999999999999,0.30441666666666667,0.24966666666666668,0.21224999999999997,0.17108333333333334,20190923,차,제주 서귀포시 안덕면 서광리 1235-1번지,(주)오설록 제주점,5~23,없음
(주)제담에프앤비 제주호랭이 성산점_20210407,5.083333333333333,3.75,1.1666666666666667,0.1255721928204592,0.133854827957355,0.1270594690165471,0.12242198499078716,0.14243009169667606,0.1742030605207001,0.17445837299747516,0.21979148839756227,0.23859143153270934,0.48041071608813385,0.061206363981594465,0.0,0.06082509475091496,0.47141666666666665,0.5285833333333333,0.19733333333333333,0.2608333333333333,0.32208333333333333,0.16458333333333333,20210407,단품요리 전문,제주 서귀포시 성산읍 성산리 132-2번지 2층,(주)제담에프앤비 제주호랭이 성산점,5~23,없음
(주)제이콥에프앤비 제주아일랜드점_20170725,5.916666666666667,5.083333333333333,1.5833333333333333,0.1444165037881378,0.1285830009117165,0.11456228749479895,0.11217616811858237,0.1449852710554794,0.17433690238524743,0.18093986624603733,0.192320662938798,0.3287376548343673,0.4789416822268347,0.0,0.0,0.086466363641464,0.46524999999999994,0.53475,0.09483333333333331,0.4091666666666667,0.41375,0.05341666666666665,20170725,단품요리 전문,제주 서귀포시 안덕면 상창리 1963-2번지,(주)제이콥에프앤비 제주아일랜드점,5~18,없음
(주)제주서서갈비_20190925,2.25,3.4166666666666665,4.416666666666667,0.14602858665889223,0.14873764202322418,0.11528313729855816,0.11554175960430584,0.07956099110080612,0.16782226118787938,0.22702562212633384,0.0050925925925925835,0.12382729120406559,0.10517782846394656,0.7659022877393952,0.0,0.7686400184147644,0.6069166666666667,0.3930833333333333,0.057666666666666665,0.16241666666666665,0.30433333333333334,0.28575,20190925,가정식,제주 제주시 노형동 2419번지 1층,(주)제주서서갈비,12~23,없음
(주)젠하이더웨이묵전제주점_20220224,4.0,5.25,4.083333333333333,0.11555271759995915,0.1332147469689253,0.14253607607719318,0.13606153471524668,0.15323605933197995,0.15383860758135678,0.16556025772533878,0.0026919934640522833,0.2243376033070709,0.16592611282906033,0.6070442903998164,0.0,0.25319646195934914,0.5616666666666666,0.4383333333333333,0.07499999999999998,0.24849999999999997,0.3223333333333333,0.23941666666666664,20220224,가정식,제주 서귀포시 대정읍 상모리 78번지 송악빌딩 1동 지하1층 송악리조트,(주)젠하이더웨이묵전제주점,12~23,없음
(주)참숯구이몬트락_20160308,4.083333333333333,6.0,5.75,0.1564264044698789,0.14925161938622927,0.1627637168515965,0.17054618633897098,0.18237215803361198,0.17781483241146137,0.000825082508250825,0.0,0.004069931053890517,0.07907284458947932,0.9145228002476613,0.002334424108968775,0.15807296136213436,0.6211666666666666,0.37883333333333336,0.13324999999999998,0.2605,0.2990833333333333,0.22174999999999997,20160308,가정식,제주 제주시 건입동 1388-3번지,(주)참숯구이몬트락,14~23,일
(주)커피빈코리아_20210422,6.0,5.0,1.0,0.1361275845385952,0.1336306330480804,0.12761300657222452,0.12928737577293395,0.13764844079270688,0.17221068163951436,0.1634822776359444,0.23600927482578404,0.23829319850447975,0.34027377339901393,0.18542375327072216,0.0,0.7953115716868897,0.3525,0.6475000000000001,0.13441666666666666,0.3899166666666667,0.2965833333333333,0.13249999999999998,20210422,커피,제주 제주시 아라일동 2503번지,(주)커피빈코리아,5~23,없음
(주)케이에프씨코리아 KFC서귀포DI_20220427,6.0,4.75,1.25,0.13855019627824028,0.14469043178986835,0.15000404606984094,0.12798769319827955,0.14561887815318905,0.15307228303525766,0.1400764714753239,0.08447748835052245,0.21146401754941277,0.28350765255552085,0.4199170690161533,0.0006337725283905167,0.6788566323123307,0.5581666666666667,0.4418333333333333,0.18058333333333332,0.2574166666666667,0.35708333333333336,0.15133333333333332,20220427,샌드위치/토스트,제주 서귀포시 동홍동 1543번지 1층,(주)케이에프씨코리아 KFC서귀포DI,5~23,없음
(주)코드넷_20180328,6.0,4.166666666666667,1.0,0.169126118443498,0.17348720313219954,0.16610816138065929,0.17759553931752237,0.15553287278755232,0.0813312403314614,0.07681886460710687,0.34332530711319037,0.20589077316494664,0.29999513744564416,0.11325137713014632,0.03753740514607228,0.6071501520152977,0.4681666666666666,0.5318333333333334,0.15891666666666665,0.2980833333333333,0.30724999999999997,0.15608333333333332,20180328,단품요리 전문,제주 제주시 오라이동 1304-1번지 1층,(주)코드넷,0~24,없음
(주)파리크라상파리바게뜨 제주공항점_20140521,6.0,6.0,2.8333333333333335,0.14919892948234828,0.1383604675029885,0.13576402154411607,0.1362630979003389,0.14535750490444063,0.1474807020966554,0.14757527656911193,0.40645327120699815,0.17340666350827857,0.3138216844953962,0.1062194492499522,9.893153937475e-05,0.0784949082835482,0.3874166666666667,0.6125833333333334,0.27325000000000005,0.3105833333333333,0.22766666666666666,0.1395833333333333,20140521,베이커리,제주 제주시 용담이동 2002번지 3층,(주)파리크라상파리바게뜨 제주공항점,5~23,없음
(주)파리크라상파리바게뜨제주공항탑승점_20200925,6.0,6.0,2.5833333333333335,0.15019229388848213,0.13804836540226542,0.14344115849573832,0.13179807077174047,0.13802740420987658,0.1488159946887018,0.14967671254319503,0.36960552637796223,0.15646132931198092,0.33665632290761577,0.13713768128834608,0.00013914011409489166,0.08456362728385235,0.4165833333333333,0.5834166666666667,0.1945,0.3036666666666667,0.25966666666666666,0.1708333333333333,20200925,베이커리,제주 제주시 용담이동 2002번지 여객청사 2층,(주)파리크라상파리바게뜨제주공항탑승점,5~23,없음
(주)피자알볼로 제주점_20160831,2.5,1.0,3.0,0.11508675339100943,0.09510253526437644,0.16735930501579122,0.11672817293306076,0.13376501545004943,0.18746217150912411,0.18449604643658837,0.04260938392816584,0.14721801915556862,0.28103889167253154,0.5291337052437338,0.0,0.8665741673818771,0.4679166666666666,0.5320833333333334,0.05991666666666667,0.14325000000000002,0.30391666666666667,0.31725,20160831,피자,제주 제주시 이도이동 1978-9번지 1층,(주)피자알볼로 제주점,5~23,없음
064제주인생곱창_20200203,3.5833333333333335,5.083333333333333,5.0,0.16635955372699535,0.13613178725382674,0.15619782221596681,0.13804666085779607,0.20602975185568073,0.19723442408973416,0.0,0.0,0.0,0.034004176491950845,0.8815078773115715,0.0844879461964775,0.8310002942961177,0.52125,0.47875,0.23975,0.385,0.2545,0.09616666666666666,20200203,단품요리 전문,제주 제주시 이도이동 1970-4번지 1층,064제주인생곱창,"0~5, 14~1",일
1950에어차이나 제주공항점_20201008,6.0,6.0,2.0,0.14058432381228905,0.14463476816960008,0.14553703083758657,0.14613382815387319,0.15067553237250203,0.13550230402352906,0.13693221263061972,0.26897247840369987,0.2922534783717015,0.24864425537113208,0.19012978785346638,0.0,0.1701990516916803,0.5794166666666667,0.4205833333333333,0.24183333333333332,0.26658333333333334,0.26308333333333334,0.16408333333333333,20201008,중식,제주 제주시 용담이동 2002번지 4층,1950에어차이나 제주공항점,5~23,없음
24시 전주명가콩나물국밥 노형점_20190509,5.583333333333333,4.666666666666667,2.0,0.14753952893384673,0.13885788901838209,0.1294905352902924,0.11591027595002219,0.1171395092976223,0.16657587862604348,0.1844863828837906,0.3416534695234905,0.18375945978536537,0.1281684182007858,0.2540067256590214,0.09241192683133677,0.8065587849395404,0.6360833333333333,0.36391666666666667,0.07441666666666667,0.13316666666666668,0.309,0.3065,20190509,단품요리 전문,제주 제주시 노형동 1054-2번지 1층,24시 전주명가콩나물국밥 노형점,0~24,없음
24시국수회관_20060414,5.0,4.166666666666667,2.0833333333333335,0.15550634747837777,0.0,0.16491030964196776,0.16059505740764013,0.16242103373993316,0.16600964607209007,0.19055760565999083,0.2075823944164069,0.1470249726585686,0.13965668942194592,0.4346821868790121,0.07105375662406634,0.5281833766957391,0.7170000000000001,0.283,0.15999999999999995,0.24916666666666668,0.23516666666666663,0.2313333333333333,20060414,단품요리 전문,제주 제주시 삼도일동 797-8번지,24시국수회관,0~24,화
24시누름돌김치찌개_20190124,6.0,5.166666666666667,2.0,0.15224023932684036,0.1432824932291753,0.15093943799645507,0.14152822724609246,0.1381685146286518,0.13404943953505297,0.1397916480377318,0.16727362975927637,0.17715715385079625,0.19085182807438103,0.4090674813644495,0.05564990695109672,0.6258974708700493,0.6763333333333333,0.32366666666666666,0.12074999999999998,0.2085,0.2795,0.2745,20190124,가정식,제주 제주시 연동 304-3번지 1층,24시누름돌김치찌개,0~24,없음
24시누름돌생고기김치찌개 용담점_20210601,5.333333333333333,4.5,2.0,0.1413263681508742,0.14487915885373956,0.13768978314956223,0.13989309418944743,0.13852800465173606,0.14790803863715082,0.1497755523674894,0.283741805002589,0.19148777906804496,0.15695337982933538,0.3214713317879216,0.0463457043121089,0.6367799642672031,0.7093333333333334,0.2906666666666667,0.09574999999999999,0.14525,0.29924999999999996,0.3055,20210601,단품요리 전문,제주 제주시 용담이동 641-28번지 1층,24시누름돌생고기김치찌개 용담점,0~24,없음
24시뼈다귀신제주점_20000921,4.25,3.9166666666666665,3.0,0.13311502763578706,0.11868573914998315,0.14533286086804748,0.12571957361891617,0.1350345378391695,0.16434699297731292,0.17776526791078343,0.17803266145091842,0.08100472976532429,0.09379593862059388,0.2957410707466704,0.35142559941649293,0.5261520193025887,0.6954166666666667,0.3045833333333333,0.20116666666666663,0.2786666666666667,0.2534166666666667,0.18433333333333332,20000921,단품요리 전문,제주 제주시 연동 271-22번지,24시뼈다귀신제주점,0~24,없음
24시뼈다귀탕 신서귀점_20151217,5.5,5.583333333333333,3.0,0.13391915776605648,0.14272904186104599,0.14999090907162965,0.12634196846423568,0.13536519274632589,0.1403332510178225,0.17132047907288353,0.0950360656885525,0.16405095068733108,0.14477379835784623,0.4902423065081006,0.10589687875816944,0.6076152184909428,0.6866666666666666,0.3133333333333333,0.11083333333333333,0.24841666666666665,0.3389166666666667,0.21308333333333332,20151217,단품요리 전문,제주 서귀포시 강정동 163-1번지,24시뼈다귀탕 신서귀점,0~24,없음
24시뼈다귀탕_20020703,4.916666666666667,4.833333333333333,3.0,0.15430359016047435,0.1491342401583147,0.13031700616567932,0.11786053199520523,0.11201139057948258,0.15046812096142265,0.1859051199794209,0.1639204154264671,0.09164748497418358,0.0807206670205153,0.3101260423671773,0.3535853902116566,0.7186802438157317,0.7022499999999999,0.29775,0.13883333333333334,0.24650000000000002,0.2976666666666667,0.21858333333333332,20020703,단품요리 전문,제주 제주시 이도일동 1252-5번지,24시뼈다귀탕,0~24,없음
24시뼈다귀탕노형점_20220916,4.666666666666667,4.666666666666667,3.0,0.14149802991890684,0.14740617974089845,0.13785625054252768,0.14902027754889643,0.13270504547442344,0.12784343107188043,0.16367078570246643,0.14216550255863358,0.1703361462993638,0.09603282623414157,0.36473178753721675,0.22673373737064406,0.7165381511210221,0.6506666666666666,0.34933333333333333,0.1658333333333333,0.26708333333333334,0.28141666666666665,0.19516666666666663,20220916,단품요리 전문,제주 제주시 노형동 936-11번지 1층,24시뼈다귀탕노형점,0~24,없음
24시뼈다귀탕동홍점_20190308,5.25,5.583333333333333,3.0,0.1520269124627658,0.1402756825347917,0.14056069552926623,0.11955277030856891,0.1415508826150824,0.13997330932694219,0.16605974722258252,0.10431510011810285,0.15562463673809865,0.1544867046768912,0.4604036393256232,0.12516991914128386,0.8570463380344314,0.62375,0.37625,0.08733333333333333,0.16049999999999998,0.3865833333333333,0.264,20190308,단품요리 전문,제주 서귀포시 동홍동 107-6번지,24시뼈다귀탕동홍점,0~24,없음
24시뼈다귀탕중문점_20180424,4.166666666666667,3.5,2.5833333333333335,0.14160283357032014,0.15833942897795336,0.14035077856881348,0.13329463604527217,0.1472309756000488,0.14161458932007498,0.13756675791751682,0.19265610697065846,0.23090227534533417,0.20343820818272396,0.3720564398043136,0.0009469696969696917,0.552958398937705,0.6999166666666667,0.3000833333333333,0.06933333333333333,0.18558333333333332,0.34108333333333335,0.27108333333333334,20180424,단품요리 전문,제주 서귀포시 중문동 2439-1번지 1층,24시뼈다귀탕중문점,5~23,없음
24시얼큰시원생고기김치찌개 노형점_20200123,4.416666666666667,3.4166666666666665,2.0,0.1832563613285901,0.17649723979139395,0.1719392918561935,0.15296895073602304,0.16716890374342652,0.0,0.14816925254437263,0.0950708800357251,0.21523769985780286,0.15854591548623126,0.5109430644062594,0.02020244021398126,0.7181857107713214,0.6834166666666667,0.3165833333333333,0.10999999999999997,0.19391666666666665,0.31916666666666665,0.26975,20200123,단품요리 전문,제주 제주시 노형동 1283-1번지 1호,24시얼큰시원생고기김치찌개 노형점,0~24,토
24시얼큰시원생고기김치찌개아라점_20191018,5.166666666666667,4.916666666666667,2.0,0.1294017528413207,0.1470039423858279,0.1469161916519214,0.13255081895115542,0.1310862706199951,0.15735310267302496,0.15568792087675423,0.15814538016311744,0.18391874656298093,0.10504007992903674,0.39781951071555194,0.15507628262931278,0.7812907516018374,0.6702499999999999,0.32974999999999993,0.14366666666666664,0.23741666666666664,0.33725,0.20149999999999998,20191018,단품요리 전문,제주 제주시 아라일동 6103번지 1층,24시얼큰시원생고기김치찌개아라점,0~24,없음
24시얼큰시원생고기김치찌개외도점_20170103,5.0,4.333333333333333,2.0,0.023414161016968,0.13721446419706432,0.18662893819730797,0.14942747431821768,0.1568531355936786,0.1627506341386987,0.18371119253806442,0.16118533323460246,0.14372837212168907,0.1186348791811508,0.4068489034683858,0.16960251199417167,0.8247548085436982,0.6805,0.31949999999999995,0.08166666666666665,0.17491666666666664,0.36791666666666667,0.2786666666666667,20170103,단품요리 전문,제주 제주시 외도일동 637-12번지 1층,24시얼큰시원생고기김치찌개외도점,0~24,월
24시전주명가콩나물국밥_20190711,5.666666666666667,4.583333333333333,2.0,0.14068140144654054,0.1322510796856737,0.13875224962430335,0.11832110628685089,0.12225941747200135,0.16763413270850802,0.18010061277612185,0.37720376762308155,0.23779591811069775,0.14801517384939578,0.23525020711976774,0.0017349332970570753,0.8228853505420924,0.638,0.36199999999999993,0.04691666666666667,0.14491666666666667,0.36575,0.29224999999999995,20190711,단품요리 전문,제주 제주시 아라일동 2417-3번지 1층,24시전주명가콩나물국밥,5~23,없음
24시전주명가콩나물국밥일도점_20171227,5.666666666666667,5.083333333333333,2.0,0.13541870107227275,0.12798388794090013,0.12892466167716907,0.11633083826023301,0.13052804535848028,0.17871555386733348,0.18209831182361103,0.1774993799580915,0.16207874631143657,0.10698880902656473,0.26431918817606853,0.28911387652783854,0.847771384273711,0.64875,0.35125,0.11391666666666667,0.2083333333333333,0.32791666666666663,0.24616666666666664,20171227,단품요리 전문,제주 제주시 일도이동 48-2번지,24시전주명가콩나물국밥일도점,0~24,없음
24시제주해장국_20191210,4.75,4.083333333333333,2.75,0.15691658744400075,0.1503526258167289,0.10742720808442711,0.12953201656142835,0.14595239425765116,0.13891717476369425,0.17090199307206924,0.2563021134908792,0.06095680938851983,0.07868675585533377,0.27863012100286544,0.32542420026240154,0.37958594207598817,0.6914166666666667,0.3085833333333333,0.17141666666666666,0.23958333333333334,0.27691666666666664,0.21624999999999997,20191210,단품요리 전문,제주 제주시 연동 271-20번지 1층,24시제주해장국,0~24,없음
